municipality,reporting_unit,contest,candidate,votes,county,ctv
SOUTH WAYNE,VILLAGE OF SOUTH WAYNE WARD 1,US SENATE,ERIC HOVDE,134,LAFAYETTE,V
SOUTH WAYNE,VILLAGE OF SOUTH WAYNE WARD 1,US SENATE,PHIL ANDERSON,6,LAFAYETTE,V
SOUTH WAYNE,VILLAGE OF SOUTH WAYNE WARD 1,US SENATE,THOMAS LEAGER,5,LAFAYETTE,V
SOUTH WAYNE,VILLAGE OF SOUTH WAYNE WARD 1,US SENATE,JOHN SCHIESS (WRITE-IN),0,LAFAYETTE,V
SOUTH WAYNE,VILLAGE OF SOUTH WAYNE WARD 1,US SENATE,SCATTERING,0,LAFAYETTE,V
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,TAMMY BALDWIN,78,LAFAYETTE,C
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,ERIC HOVDE,85,LAFAYETTE,C
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,PHIL ANDERSON,2,LAFAYETTE,C
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,THOMAS LEAGER,1,LAFAYETTE,C
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,JOHN SCHIESS (WRITE-IN),0,LAFAYETTE,C
CUBA CITY,CITY OF CUBA CITY WARD 5,US SENATE,SCATTERING,0,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,TAMMY BALDWIN,554,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,ERIC HOVDE,448,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,PHIL ANDERSON,9,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,THOMAS LEAGER,15,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,JOHN SCHIESS (WRITE-IN),0,LAFAYETTE,C
DARLINGTON,CITY OF DARLINGTON WARDS 1-6,US SENATE,SCATTERING,0,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,TAMMY BALDWIN,336,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,ERIC HOVDE,281,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,PHIL ANDERSON,7,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,THOMAS LEAGER,1,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,JOHN SCHIESS (WRITE-IN),0,LAFAYETTE,C
SHULLSBURG,CITY OF SHULLSBURG WARDS 1-3,US SENATE,SCATTERING,0,LAFAYETTE,C
