reporting_unit,contest,candidate,votes,county,ctv,municipality
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,1,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,3,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,MARSHALL
TOWN OF MARSHALL,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,MARSHALL
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,50,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,83,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,2,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,2,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,MURRY
TOWN OF MURRY,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,MURRY
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,47,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,73,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,RICHLAND
TOWN OF RICHLAND,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,RICHLAND
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,132,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,261,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,1,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,2,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,RUSK
TOWN OF RUSK,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,RUSK
