reporting_unit,votes,candidate,contest,county,ctv,municipality
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,POUND
TOWN OF SILVER CLIFF - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,SILVER CLIFF
"TOWN OF STEPHENSON - W 1, 2, 3",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,STEPHENSON
TOWN OF WAGNER - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,WAGNER
"TOWN OF WAUSAUKEE - W 1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,WAUSAUKEE
VILLAGE OF COLEMAN - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,COLEMAN
"VILLAGE OF CRIVITZ - W1, 2",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,CRIVITZ
VILLAGE OF POUND - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,POUND
VILLAGE OF WAUSAUKEE - W 1,NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,V,WAUSAUKEE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,MARINETTE
"NIAGARA - W 1, 2, 3",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,NIAGARA
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,C,PESHTIGO
