reporting_unit,votes,candidate,contest,county,ctv,municipality
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PESHTIGO
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,PORTERFIELD
"TOWN OF POUND - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,POUND
TOWN OF SILVER CLIFF - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,SILVER CLIFF
"TOWN OF STEPHENSON - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 1, 2, 3",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
"TOWN OF STEPHENSON - W 4, 5, 6",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,STEPHENSON
TOWN OF WAGNER - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAGNER
"TOWN OF WAUSAUKEE - W 1, 2",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,T,WAUSAUKEE
VILLAGE OF COLEMAN - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,COLEMAN
"VILLAGE OF CRIVITZ - W1, 2",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,CRIVITZ
VILLAGE OF POUND - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,POUND
VILLAGE OF WAUSAUKEE - W 1,NA,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,V,WAUSAUKEE
