reporting_unit,contest,candidate,votes,county,ctv,municipality
CITY OF BELOIT WARD 13,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,838,ROCK,C,BELOIT 
CITY OF BELOIT WARD 14,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,674,ROCK,C,BELOIT 
CITY OF BELOIT WARD 14,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,608,ROCK,C,BELOIT 
CITY OF BELOIT WARD 15,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,424,ROCK,C,BELOIT 
CITY OF BELOIT WARD 15,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,342,ROCK,C,BELOIT 
CITY OF BELOIT WARD 16,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,558,ROCK,C,BELOIT 
CITY OF BELOIT WARD 16,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,476,ROCK,C,BELOIT 
CITY OF BELOIT WARD 17,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,385,ROCK,C,BELOIT 
CITY OF BELOIT WARD 17,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,333,ROCK,C,BELOIT 
CITY OF BELOIT WARD 18,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,579,ROCK,C,BELOIT 
CITY OF BELOIT WARD 18,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,566,ROCK,C,BELOIT 
CITY OF BELOIT WARD 19,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1039,ROCK,C,BELOIT 
CITY OF BELOIT WARD 19,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,946,ROCK,C,BELOIT 
CITY OF BELOIT WARD 20,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,421,ROCK,C,BELOIT 
CITY OF BELOIT WARD 20,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,378,ROCK,C,BELOIT 
CITY OF BELOIT WARD 21,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,480,ROCK,C,BELOIT 
CITY OF BELOIT WARD 21,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,457,ROCK,C,BELOIT 
CITY OF BELOIT WARD 22,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1226,ROCK,C,BELOIT 
CITY OF BELOIT WARD 22,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1193,ROCK,C,BELOIT 
CITY OF BELOIT WARD 23,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,686,ROCK,C,BELOIT 
CITY OF BELOIT WARD 23,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,882,ROCK,C,BELOIT 
CITY OF BELOIT WARD 24,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,2,ROCK,C,BELOIT 
CITY OF BELOIT WARD 24,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,2,ROCK,C,BELOIT 
CITY OF BELOIT WARD 25,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,7,ROCK,C,BELOIT 
CITY OF BELOIT WARD 25,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1,ROCK,C,BELOIT 
CITY OF BELOIT WARD 26,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1,ROCK,C,BELOIT 
CITY OF BELOIT WARD 26,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,0,ROCK,C,BELOIT 
CITY OF BELOIT WARD 27,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,225,ROCK,C,BELOIT 
CITY OF BELOIT WARD 27,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,196,ROCK,C,BELOIT 
CITY OF BELOIT WARD 28,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,205,ROCK,C,BELOIT 
CITY OF BELOIT WARD 28,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,193,ROCK,C,BELOIT 
