contest,candidate,reporting_unit,votes,county,ctv,municipality
PRESIDENT,TRUMP,TOWN OF EATON WARD 1,371,MANITOWOC,T,EATON
PRESIDENT,TRUMP,TOWN OF FRANKLIN WARDS 1-3,577,MANITOWOC,T,FRANKLIN
PRESIDENT,TRUMP,TOWN OF GIBSON WARDS 1-2,570,MANITOWOC,T,GIBSON
PRESIDENT,TRUMP,TOWN OF KOSSUTH WARDS 1-3,893,MANITOWOC,T,KOSSUTH
PRESIDENT,TRUMP,TOWN OF LIBERTY WARDS 1-2,636,MANITOWOC,T,LIBERTY
PRESIDENT,TRUMP,TOWN OF MANITOWOC WARDS 1-2,436,MANITOWOC,T,MANITOWOC
PRESIDENT,TRUMP,TOWN OF MANITOWOC RAPIDS WARDS 1-4,1037,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,TRUMP,TOWN OF MAPLE GROVE WARD 1,393,MANITOWOC,T,MAPLE GROVE
PRESIDENT,TRUMP,TOWN OF MEEME WARDS 1-2,687,MANITOWOC,T,MEEME
PRESIDENT,TRUMP,TOWN OF MISHICOT WARDS 1-2,573,MANITOWOC,T,MISHICOT
PRESIDENT,TRUMP,TOWN OF NEWTON WARDS 1-3,1015,MANITOWOC,T,NEWTON
PRESIDENT,TRUMP,TOWN OF ROCKLAND WARDS 1-2,491,MANITOWOC,T,ROCKLAND
PRESIDENT,TRUMP,TOWN OF SCHLESWIG WARDS 1-2,904,MANITOWOC,T,SCHLESWIG
PRESIDENT,TRUMP,TOWN OF TWO CREEKS WARD 1,182,MANITOWOC,T,TWO CREEKS
PRESIDENT,TRUMP,TOWN OF TWO RIVERS WARDS 1-3,741,MANITOWOC,T,TWO RIVERS
PRESIDENT,TRUMP,VILLAGE OF CLEVELAND WARDS 1-2,549,MANITOWOC,V,CLEVELAND
PRESIDENT,TRUMP,VILLAGE OF FRANCIS CREEK WARD 1,263,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,TRUMP,VILLAGE OF KELLNERSVILLE WARD 1,111,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,TRUMP,VILLAGE OF MARIBEL WARD 1,132,MANITOWOC,V,MARIBEL
PRESIDENT,TRUMP,VILLAGE OF MISHICOT WARDS 1-4,551,MANITOWOC,V,MISHICOT
PRESIDENT,TRUMP,VILLAGE OF REEDSVILLE WARDS 1-2,422,MANITOWOC,V,REEDSVILLE
PRESIDENT,TRUMP,VILLAGE OF ST NAZIANZ WARD 1,301,MANITOWOC,V,ST NAZIANZ
PRESIDENT,TRUMP,VILLAGE OF VALDERS WARD 1,393,MANITOWOC,V,VALDERS
PRESIDENT,TRUMP,VILLAGE OF WHITELAW WARD 1,317,MANITOWOC,V,WHITELAW
PRESIDENT,TRUMP,"CITY OF KIEL WARDS 1-6,8",1403,MANITOWOC,C,KIEL
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 1-2,806,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 3-4,1023,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 5-6,707,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 7-8,616,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 9-10,970,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 11-12,1015,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,"CITY OF MANITOWOC WARDS 13-14,23",772,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 15-16,1063,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,"CITY OF MANITOWOC WARDS 17-18,21-22",917,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF MANITOWOC WARDS 19-20,1313,MANITOWOC,C,MANITOWOC
PRESIDENT,TRUMP,CITY OF TWO RIVERS WARDS 1-5,2251,MANITOWOC,C,TWO RIVERS
PRESIDENT,TRUMP,CITY OF TWO RIVERS WARDS 6-8,1184,MANITOWOC,C,TWO RIVERS
PRESIDENT,TERRY,TOWN OF CATO WARDS 1-3,1,MANITOWOC,T,CATO
PRESIDENT,TERRY,TOWN OF CENTERVILLE WARD 1,1,MANITOWOC,T,CENTERVILLE
PRESIDENT,TERRY,TOWN OF COOPERSTOWN WARDS 1-2,3,MANITOWOC,T,COOPERSTOWN
PRESIDENT,TERRY,TOWN OF EATON WARD 1,1,MANITOWOC,T,EATON
PRESIDENT,TERRY,TOWN OF FRANKLIN WARDS 1-3,1,MANITOWOC,T,FRANKLIN
PRESIDENT,TERRY,TOWN OF GIBSON WARDS 1-2,1,MANITOWOC,T,GIBSON
PRESIDENT,TERRY,TOWN OF KOSSUTH WARDS 1-3,3,MANITOWOC,T,KOSSUTH
PRESIDENT,TERRY,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,TERRY,TOWN OF MANITOWOC WARDS 1-2,3,MANITOWOC,T,MANITOWOC
PRESIDENT,TERRY,TOWN OF MANITOWOC RAPIDS WARDS 1-4,3,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,TERRY,TOWN OF MAPLE GROVE WARD 1,3,MANITOWOC,T,MAPLE GROVE
PRESIDENT,TERRY,TOWN OF MEEME WARDS 1-2,2,MANITOWOC,T,MEEME
PRESIDENT,TERRY,TOWN OF MISHICOT WARDS 1-2,1,MANITOWOC,T,MISHICOT
PRESIDENT,TERRY,TOWN OF NEWTON WARDS 1-3,2,MANITOWOC,T,NEWTON
PRESIDENT,TERRY,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,TERRY,TOWN OF SCHLESWIG WARDS 1-2,2,MANITOWOC,T,SCHLESWIG
PRESIDENT,TERRY,TOWN OF TWO CREEKS WARD 1,1,MANITOWOC,T,TWO CREEKS
PRESIDENT,TERRY,TOWN OF TWO RIVERS WARDS 1-3,5,MANITOWOC,T,TWO RIVERS
PRESIDENT,TERRY,VILLAGE OF CLEVELAND WARDS 1-2,4,MANITOWOC,V,CLEVELAND
PRESIDENT,TERRY,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,TERRY,VILLAGE OF KELLNERSVILLE WARD 1,3,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,TERRY,VILLAGE OF MARIBEL WARD 1,1,MANITOWOC,V,MARIBEL
PRESIDENT,TERRY,VILLAGE OF MISHICOT WARDS 1-4,2,MANITOWOC,V,MISHICOT
PRESIDENT,TERRY,VILLAGE OF REEDSVILLE WARDS 1-2,1,MANITOWOC,V,REEDSVILLE
PRESIDENT,TERRY,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,TERRY,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,TERRY,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,TERRY,"CITY OF KIEL WARDS 1-6,8",5,MANITOWOC,C,KIEL
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 1-2,3,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 3-4,2,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 7-8,1,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 11-12,4,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,"CITY OF MANITOWOC WARDS 13-14,23",1,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 15-16,6,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,"CITY OF MANITOWOC WARDS 17-18,21-22",4,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF MANITOWOC WARDS 19-20,3,MANITOWOC,C,MANITOWOC
PRESIDENT,TERRY,CITY OF TWO RIVERS WARDS 1-5,6,MANITOWOC,C,TWO RIVERS
PRESIDENT,TERRY,CITY OF TWO RIVERS WARDS 6-8,6,MANITOWOC,C,TWO RIVERS
PRESIDENT,OLIVER,TOWN OF CATO WARDS 1-3,4,MANITOWOC,T,CATO
PRESIDENT,OLIVER,TOWN OF CENTERVILLE WARD 1,1,MANITOWOC,T,CENTERVILLE
PRESIDENT,OLIVER,TOWN OF COOPERSTOWN WARDS 1-2,2,MANITOWOC,T,COOPERSTOWN
PRESIDENT,OLIVER,TOWN OF EATON WARD 1,2,MANITOWOC,T,EATON
PRESIDENT,OLIVER,TOWN OF FRANKLIN WARDS 1-3,8,MANITOWOC,T,FRANKLIN
PRESIDENT,OLIVER,TOWN OF GIBSON WARDS 1-2,4,MANITOWOC,T,GIBSON
PRESIDENT,OLIVER,TOWN OF KOSSUTH WARDS 1-3,6,MANITOWOC,T,KOSSUTH
PRESIDENT,OLIVER,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,OLIVER,TOWN OF MANITOWOC WARDS 1-2,3,MANITOWOC,T,MANITOWOC
PRESIDENT,OLIVER,TOWN OF MANITOWOC RAPIDS WARDS 1-4,3,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,OLIVER,TOWN OF MAPLE GROVE WARD 1,3,MANITOWOC,T,MAPLE GROVE
PRESIDENT,OLIVER,TOWN OF MEEME WARDS 1-2,6,MANITOWOC,T,MEEME
PRESIDENT,OLIVER,TOWN OF MISHICOT WARDS 1-2,6,MANITOWOC,T,MISHICOT
PRESIDENT,OLIVER,TOWN OF NEWTON WARDS 1-3,6,MANITOWOC,T,NEWTON
PRESIDENT,OLIVER,TOWN OF ROCKLAND WARDS 1-2,2,MANITOWOC,T,ROCKLAND
PRESIDENT,OLIVER,TOWN OF SCHLESWIG WARDS 1-2,6,MANITOWOC,T,SCHLESWIG
PRESIDENT,OLIVER,TOWN OF TWO CREEKS WARD 1,1,MANITOWOC,T,TWO CREEKS
PRESIDENT,OLIVER,TOWN OF TWO RIVERS WARDS 1-3,2,MANITOWOC,T,TWO RIVERS
PRESIDENT,OLIVER,VILLAGE OF CLEVELAND WARDS 1-2,6,MANITOWOC,V,CLEVELAND
PRESIDENT,OLIVER,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,OLIVER,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,OLIVER,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,OLIVER,VILLAGE OF MISHICOT WARDS 1-4,3,MANITOWOC,V,MISHICOT
PRESIDENT,OLIVER,VILLAGE OF REEDSVILLE WARDS 1-2,3,MANITOWOC,V,REEDSVILLE
PRESIDENT,OLIVER,VILLAGE OF ST NAZIANZ WARD 1,2,MANITOWOC,V,ST NAZIANZ
PRESIDENT,OLIVER,VILLAGE OF VALDERS WARD 1,1,MANITOWOC,V,VALDERS
PRESIDENT,OLIVER,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,OLIVER,"CITY OF KIEL WARDS 1-6,8",6,MANITOWOC,C,KIEL
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 1-2,6,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 3-4,8,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 5-6,6,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 7-8,2,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 9-10,3,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 11-12,10,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,"CITY OF MANITOWOC WARDS 13-14,23",2,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 15-16,3,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,"CITY OF MANITOWOC WARDS 17-18,21-22",5,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF MANITOWOC WARDS 19-20,7,MANITOWOC,C,MANITOWOC
PRESIDENT,OLIVER,CITY OF TWO RIVERS WARDS 1-5,8,MANITOWOC,C,TWO RIVERS
PRESIDENT,OLIVER,CITY OF TWO RIVERS WARDS 6-8,5,MANITOWOC,C,TWO RIVERS
PRESIDENT,STEIN,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,STEIN,TOWN OF CENTERVILLE WARD 1,1,MANITOWOC,T,CENTERVILLE
PRESIDENT,STEIN,TOWN OF COOPERSTOWN WARDS 1-2,1,MANITOWOC,T,COOPERSTOWN
PRESIDENT,STEIN,TOWN OF EATON WARD 1,1,MANITOWOC,T,EATON
PRESIDENT,STEIN,TOWN OF FRANKLIN WARDS 1-3,1,MANITOWOC,T,FRANKLIN
PRESIDENT,STEIN,TOWN OF GIBSON WARDS 1-2,1,MANITOWOC,T,GIBSON
PRESIDENT,STEIN,TOWN OF KOSSUTH WARDS 1-3,2,MANITOWOC,T,KOSSUTH
PRESIDENT,STEIN,TOWN OF LIBERTY WARDS 1-2,2,MANITOWOC,T,LIBERTY
PRESIDENT,STEIN,TOWN OF MANITOWOC WARDS 1-2,4,MANITOWOC,T,MANITOWOC
PRESIDENT,STEIN,TOWN OF MANITOWOC RAPIDS WARDS 1-4,2,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,STEIN,TOWN OF MAPLE GROVE WARD 1,1,MANITOWOC,T,MAPLE GROVE
PRESIDENT,STEIN,TOWN OF MEEME WARDS 1-2,3,MANITOWOC,T,MEEME
PRESIDENT,STEIN,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,STEIN,TOWN OF NEWTON WARDS 1-3,3,MANITOWOC,T,NEWTON
PRESIDENT,STEIN,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,STEIN,TOWN OF SCHLESWIG WARDS 1-2,5,MANITOWOC,T,SCHLESWIG
PRESIDENT,STEIN,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,STEIN,TOWN OF TWO RIVERS WARDS 1-3,5,MANITOWOC,T,TWO RIVERS
PRESIDENT,STEIN,VILLAGE OF CLEVELAND WARDS 1-2,1,MANITOWOC,V,CLEVELAND
PRESIDENT,STEIN,VILLAGE OF FRANCIS CREEK WARD 1,2,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,STEIN,VILLAGE OF KELLNERSVILLE WARD 1,1,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,STEIN,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,STEIN,VILLAGE OF MISHICOT WARDS 1-4,1,MANITOWOC,V,MISHICOT
PRESIDENT,STEIN,VILLAGE OF REEDSVILLE WARDS 1-2,1,MANITOWOC,V,REEDSVILLE
PRESIDENT,STEIN,VILLAGE OF ST NAZIANZ WARD 1,1,MANITOWOC,V,ST NAZIANZ
PRESIDENT,STEIN,VILLAGE OF VALDERS WARD 1,1,MANITOWOC,V,VALDERS
PRESIDENT,STEIN,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,STEIN,"CITY OF KIEL WARDS 1-6,8",3,MANITOWOC,C,KIEL
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 1-2,3,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 3-4,4,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 5-6,3,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 7-8,7,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 9-10,3,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 11-12,3,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,"CITY OF MANITOWOC WARDS 13-14,23",4,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 15-16,5,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF MANITOWOC WARDS 19-20,6,MANITOWOC,C,MANITOWOC
PRESIDENT,STEIN,CITY OF TWO RIVERS WARDS 1-5,11,MANITOWOC,C,TWO RIVERS
PRESIDENT,STEIN,CITY OF TWO RIVERS WARDS 6-8,7,MANITOWOC,C,TWO RIVERS
PRESIDENT,CRUZ,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,CRUZ,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,CRUZ,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,CRUZ,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,CRUZ,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
PRESIDENT,CRUZ,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,CRUZ,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
PRESIDENT,CRUZ,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,CRUZ,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,CRUZ,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,CRUZ,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,CRUZ,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
PRESIDENT,CRUZ,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,CRUZ,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,CRUZ,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,CRUZ,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,CRUZ,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,CRUZ,TOWN OF TWO RIVERS WARDS 1-3,1,MANITOWOC,T,TWO RIVERS
PRESIDENT,CRUZ,VILLAGE OF CLEVELAND WARDS 1-2,1,MANITOWOC,V,CLEVELAND
PRESIDENT,CRUZ,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,CRUZ,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,CRUZ,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,CRUZ,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,CRUZ,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,CRUZ,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,CRUZ,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,CRUZ,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
PRESIDENT,CRUZ,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 1-2,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,"CITY OF MANITOWOC WARDS 13-14,23",1,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 15-16,0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF MANITOWOC WARDS 19-20,2,MANITOWOC,C,MANITOWOC
PRESIDENT,CRUZ,CITY OF TWO RIVERS WARDS 1-5,1,MANITOWOC,C,TWO RIVERS
PRESIDENT,CRUZ,CITY OF TWO RIVERS WARDS 6-8,2,MANITOWOC,C,TWO RIVERS
PRESIDENT,WEST,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
PRESIDENT,WEST,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
PRESIDENT,WEST,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
PRESIDENT,WEST,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
PRESIDENT,WEST,TOWN OF FRANKLIN WARDS 1-3,2,MANITOWOC,T,FRANKLIN
PRESIDENT,WEST,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
PRESIDENT,WEST,TOWN OF KOSSUTH WARDS 1-3,2,MANITOWOC,T,KOSSUTH
PRESIDENT,WEST,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
PRESIDENT,WEST,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
PRESIDENT,WEST,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,WEST,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
PRESIDENT,WEST,TOWN OF MEEME WARDS 1-2,1,MANITOWOC,T,MEEME
PRESIDENT,WEST,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,WEST,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
PRESIDENT,WEST,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
PRESIDENT,WEST,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
PRESIDENT,WEST,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
PRESIDENT,WEST,TOWN OF TWO RIVERS WARDS 1-3,1,MANITOWOC,T,TWO RIVERS
PRESIDENT,WEST,VILLAGE OF CLEVELAND WARDS 1-2,1,MANITOWOC,V,CLEVELAND
PRESIDENT,WEST,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
PRESIDENT,WEST,VILLAGE OF KELLNERSVILLE WARD 1,1,MANITOWOC,V,KELLNERSVILLE
PRESIDENT,WEST,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
PRESIDENT,WEST,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
PRESIDENT,WEST,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
PRESIDENT,WEST,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
PRESIDENT,WEST,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
PRESIDENT,WEST,VILLAGE OF WHITELAW WARD 1,1,MANITOWOC,V,WHITELAW
PRESIDENT,WEST,"CITY OF KIEL WARDS 1-6,8",1,MANITOWOC,C,KIEL
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 1-2,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 3-4,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 7-8,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 9-10,5,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 11-12,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,"CITY OF MANITOWOC WARDS 13-14,23",1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 15-16,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF MANITOWOC WARDS 19-20,1,MANITOWOC,C,MANITOWOC
PRESIDENT,WEST,CITY OF TWO RIVERS WARDS 1-5,2,MANITOWOC,C,TWO RIVERS
PRESIDENT,WEST,CITY OF TWO RIVERS WARDS 6-8,3,MANITOWOC,C,TWO RIVERS
PRESIDENT,KENNEDY,TOWN OF CATO WARDS 1-3,5,MANITOWOC,T,CATO
PRESIDENT,KENNEDY,TOWN OF CENTERVILLE WARD 1,2,MANITOWOC,T,CENTERVILLE
PRESIDENT,KENNEDY,TOWN OF COOPERSTOWN WARDS 1-2,4,MANITOWOC,T,COOPERSTOWN
PRESIDENT,KENNEDY,TOWN OF EATON WARD 1,5,MANITOWOC,T,EATON
PRESIDENT,KENNEDY,TOWN OF FRANKLIN WARDS 1-3,2,MANITOWOC,T,FRANKLIN
PRESIDENT,KENNEDY,TOWN OF GIBSON WARDS 1-2,8,MANITOWOC,T,GIBSON
PRESIDENT,KENNEDY,TOWN OF KOSSUTH WARDS 1-3,6,MANITOWOC,T,KOSSUTH
PRESIDENT,KENNEDY,TOWN OF LIBERTY WARDS 1-2,4,MANITOWOC,T,LIBERTY
PRESIDENT,KENNEDY,TOWN OF MANITOWOC WARDS 1-2,2,MANITOWOC,T,MANITOWOC
PRESIDENT,KENNEDY,TOWN OF MANITOWOC RAPIDS WARDS 1-4,8,MANITOWOC,T,MANITOWOC RAPIDS
PRESIDENT,KENNEDY,TOWN OF MAPLE GROVE WARD 1,6,MANITOWOC,T,MAPLE GROVE
PRESIDENT,KENNEDY,TOWN OF MEEME WARDS 1-2,2,MANITOWOC,T,MEEME
PRESIDENT,KENNEDY,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
PRESIDENT,KENNEDY,TOWN OF NEWTON WARDS 1-3,3,MANITOWOC,T,NEWTON
PRESIDENT,KENNEDY,TOWN OF ROCKLAND WARDS 1-2,5,MANITOWOC,T,ROCKLAND
PRESIDENT,KENNEDY,TOWN OF SCHLESWIG WARDS 1-2,6,MANITOWOC,T,SCHLESWIG
