contest,candidate,reporting_unit,votes,county,ctv,municipality
SENATOR,LEAGER,TOWN OF CENTERVILLE WARD 1,3,MANITOWOC,T,CENTERVILLE
SENATOR,LEAGER,TOWN OF COOPERSTOWN WARDS 1-2,9,MANITOWOC,T,COOPERSTOWN
SENATOR,LEAGER,TOWN OF EATON WARD 1,2,MANITOWOC,T,EATON
SENATOR,LEAGER,TOWN OF FRANKLIN WARDS 1-3,4,MANITOWOC,T,FRANKLIN
SENATOR,LEAGER,TOWN OF GIBSON WARDS 1-2,14,MANITOWOC,T,GIBSON
SENATOR,LEAGER,TOWN OF KOSSUTH WARDS 1-3,13,MANITOWOC,T,KOSSUTH
SENATOR,LEAGER,TOWN OF LIBERTY WARDS 1-2,10,MANITOWOC,T,LIBERTY
SENATOR,LEAGER,TOWN OF MANITOWOC WARDS 1-2,5,MANITOWOC,T,MANITOWOC
SENATOR,LEAGER,TOWN OF MANITOWOC RAPIDS WARDS 1-4,4,MANITOWOC,T,MANITOWOC RAPIDS
SENATOR,LEAGER,TOWN OF MAPLE GROVE WARD 1,3,MANITOWOC,T,MAPLE GROVE
SENATOR,LEAGER,TOWN OF MEEME WARDS 1-2,8,MANITOWOC,T,MEEME
SENATOR,LEAGER,TOWN OF MISHICOT WARDS 1-2,11,MANITOWOC,T,MISHICOT
SENATOR,LEAGER,TOWN OF NEWTON WARDS 1-3,5,MANITOWOC,T,NEWTON
SENATOR,LEAGER,TOWN OF ROCKLAND WARDS 1-2,6,MANITOWOC,T,ROCKLAND
SENATOR,LEAGER,TOWN OF SCHLESWIG WARDS 1-2,8,MANITOWOC,T,SCHLESWIG
SENATOR,LEAGER,TOWN OF TWO CREEKS WARD 1,2,MANITOWOC,T,TWO CREEKS
SENATOR,LEAGER,TOWN OF TWO RIVERS WARDS 1-3,11,MANITOWOC,T,TWO RIVERS
SENATOR,LEAGER,VILLAGE OF CLEVELAND WARDS 1-2,16,MANITOWOC,V,CLEVELAND
SENATOR,LEAGER,VILLAGE OF FRANCIS CREEK WARD 1,7,MANITOWOC,V,FRANCIS CREEK
SENATOR,LEAGER,VILLAGE OF KELLNERSVILLE WARD 1,5,MANITOWOC,V,KELLNERSVILLE
SENATOR,LEAGER,VILLAGE OF MARIBEL WARD 1,1,MANITOWOC,V,MARIBEL
SENATOR,LEAGER,VILLAGE OF MISHICOT WARDS 1-4,8,MANITOWOC,V,MISHICOT
SENATOR,LEAGER,VILLAGE OF REEDSVILLE WARDS 1-2,11,MANITOWOC,V,REEDSVILLE
SENATOR,LEAGER,VILLAGE OF ST NAZIANZ WARD 1,8,MANITOWOC,V,ST NAZIANZ
SENATOR,LEAGER,VILLAGE OF VALDERS WARD 1,12,MANITOWOC,V,VALDERS
SENATOR,LEAGER,VILLAGE OF WHITELAW WARD 1,7,MANITOWOC,V,WHITELAW
SENATOR,LEAGER,"CITY OF KIEL WARDS 1-6,8",25,MANITOWOC,C,KIEL
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 1-2,15,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 3-4,21,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 5-6,17,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 7-8,6,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 9-10,13,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 11-12,14,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,"CITY OF MANITOWOC WARDS 13-14,23",16,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 15-16,19,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,"CITY OF MANITOWOC WARDS 17-18,21-22",20,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF MANITOWOC WARDS 19-20,11,MANITOWOC,C,MANITOWOC
SENATOR,LEAGER,CITY OF TWO RIVERS WARDS 1-5,36,MANITOWOC,C,TWO RIVERS
SENATOR,LEAGER,CITY OF TWO RIVERS WARDS 6-8,29,MANITOWOC,C,TWO RIVERS
SENATOR,RW-SCHIESS,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
SENATOR,RW-SCHIESS,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
SENATOR,RW-SCHIESS,TOWN OF COOPERSTOWN WARDS 1-2,0,MANITOWOC,T,COOPERSTOWN
SENATOR,RW-SCHIESS,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
SENATOR,RW-SCHIESS,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
SENATOR,RW-SCHIESS,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
SENATOR,RW-SCHIESS,TOWN OF KOSSUTH WARDS 1-3,0,MANITOWOC,T,KOSSUTH
SENATOR,RW-SCHIESS,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
SENATOR,RW-SCHIESS,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
SENATOR,RW-SCHIESS,TOWN OF MANITOWOC RAPIDS WARDS 1-4,0,MANITOWOC,T,MANITOWOC RAPIDS
SENATOR,RW-SCHIESS,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
SENATOR,RW-SCHIESS,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
SENATOR,RW-SCHIESS,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
SENATOR,RW-SCHIESS,TOWN OF NEWTON WARDS 1-3,0,MANITOWOC,T,NEWTON
SENATOR,RW-SCHIESS,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
SENATOR,RW-SCHIESS,TOWN OF SCHLESWIG WARDS 1-2,0,MANITOWOC,T,SCHLESWIG
SENATOR,RW-SCHIESS,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
SENATOR,RW-SCHIESS,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
SENATOR,RW-SCHIESS,VILLAGE OF CLEVELAND WARDS 1-2,1,MANITOWOC,V,CLEVELAND
SENATOR,RW-SCHIESS,VILLAGE OF FRANCIS CREEK WARD 1,0,MANITOWOC,V,FRANCIS CREEK
SENATOR,RW-SCHIESS,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
SENATOR,RW-SCHIESS,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
SENATOR,RW-SCHIESS,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
SENATOR,RW-SCHIESS,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
SENATOR,RW-SCHIESS,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
SENATOR,RW-SCHIESS,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
SENATOR,RW-SCHIESS,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
SENATOR,RW-SCHIESS,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 1-2,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 3-4,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 5-6,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 7-8,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 9-10,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 11-12,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,"CITY OF MANITOWOC WARDS 13-14,23",0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 15-16,1,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,"CITY OF MANITOWOC WARDS 17-18,21-22",0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF MANITOWOC WARDS 19-20,0,MANITOWOC,C,MANITOWOC
SENATOR,RW-SCHIESS,CITY OF TWO RIVERS WARDS 1-5,0,MANITOWOC,C,TWO RIVERS
SENATOR,RW-SCHIESS,CITY OF TWO RIVERS WARDS 6-8,0,MANITOWOC,C,TWO RIVERS
SENATOR,SCATTERING,TOWN OF CATO WARDS 1-3,0,MANITOWOC,T,CATO
SENATOR,SCATTERING,TOWN OF CENTERVILLE WARD 1,0,MANITOWOC,T,CENTERVILLE
SENATOR,SCATTERING,TOWN OF COOPERSTOWN WARDS 1-2,1,MANITOWOC,T,COOPERSTOWN
SENATOR,SCATTERING,TOWN OF EATON WARD 1,0,MANITOWOC,T,EATON
SENATOR,SCATTERING,TOWN OF FRANKLIN WARDS 1-3,0,MANITOWOC,T,FRANKLIN
SENATOR,SCATTERING,TOWN OF GIBSON WARDS 1-2,0,MANITOWOC,T,GIBSON
SENATOR,SCATTERING,TOWN OF KOSSUTH WARDS 1-3,1,MANITOWOC,T,KOSSUTH
SENATOR,SCATTERING,TOWN OF LIBERTY WARDS 1-2,0,MANITOWOC,T,LIBERTY
SENATOR,SCATTERING,TOWN OF MANITOWOC WARDS 1-2,0,MANITOWOC,T,MANITOWOC
SENATOR,SCATTERING,TOWN OF MANITOWOC RAPIDS WARDS 1-4,1,MANITOWOC,T,MANITOWOC RAPIDS
SENATOR,SCATTERING,TOWN OF MAPLE GROVE WARD 1,0,MANITOWOC,T,MAPLE GROVE
SENATOR,SCATTERING,TOWN OF MEEME WARDS 1-2,0,MANITOWOC,T,MEEME
SENATOR,SCATTERING,TOWN OF MISHICOT WARDS 1-2,0,MANITOWOC,T,MISHICOT
SENATOR,SCATTERING,TOWN OF NEWTON WARDS 1-3,1,MANITOWOC,T,NEWTON
SENATOR,SCATTERING,TOWN OF ROCKLAND WARDS 1-2,0,MANITOWOC,T,ROCKLAND
SENATOR,SCATTERING,TOWN OF SCHLESWIG WARDS 1-2,1,MANITOWOC,T,SCHLESWIG
SENATOR,SCATTERING,TOWN OF TWO CREEKS WARD 1,0,MANITOWOC,T,TWO CREEKS
SENATOR,SCATTERING,TOWN OF TWO RIVERS WARDS 1-3,0,MANITOWOC,T,TWO RIVERS
SENATOR,SCATTERING,VILLAGE OF CLEVELAND WARDS 1-2,1,MANITOWOC,V,CLEVELAND
SENATOR,SCATTERING,VILLAGE OF FRANCIS CREEK WARD 1,1,MANITOWOC,V,FRANCIS CREEK
SENATOR,SCATTERING,VILLAGE OF KELLNERSVILLE WARD 1,0,MANITOWOC,V,KELLNERSVILLE
SENATOR,SCATTERING,VILLAGE OF MARIBEL WARD 1,0,MANITOWOC,V,MARIBEL
SENATOR,SCATTERING,VILLAGE OF MISHICOT WARDS 1-4,0,MANITOWOC,V,MISHICOT
SENATOR,SCATTERING,VILLAGE OF REEDSVILLE WARDS 1-2,0,MANITOWOC,V,REEDSVILLE
SENATOR,SCATTERING,VILLAGE OF ST NAZIANZ WARD 1,0,MANITOWOC,V,ST NAZIANZ
SENATOR,SCATTERING,VILLAGE OF VALDERS WARD 1,0,MANITOWOC,V,VALDERS
SENATOR,SCATTERING,VILLAGE OF WHITELAW WARD 1,0,MANITOWOC,V,WHITELAW
SENATOR,SCATTERING,"CITY OF KIEL WARDS 1-6,8",0,MANITOWOC,C,KIEL
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 1-2,1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 3-4,2,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 5-6,2,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 7-8,1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 9-10,1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 11-12,2,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,"CITY OF MANITOWOC WARDS 13-14,23",1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 15-16,1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,"CITY OF MANITOWOC WARDS 17-18,21-22",1,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF MANITOWOC WARDS 19-20,3,MANITOWOC,C,MANITOWOC
SENATOR,SCATTERING,CITY OF TWO RIVERS WARDS 1-5,1,MANITOWOC,C,TWO RIVERS
SENATOR,SCATTERING,CITY OF TWO RIVERS WARDS 6-8,5,MANITOWOC,C,TWO RIVERS
