contest,candidate,reporting_unit,votes,county,ctv,municipality
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
REPRESENTATIVE IN CONGRESS DISTRICT #7,WRITE-IN:,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN NEVA,0,LANGLADE,T,NEVA
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN PARRISH,0,LANGLADE,T,PARRISH
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN PECK,0,LANGLADE,T,PECK
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN UPHAM,0,LANGLADE,T,UPHAM
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN VILAS,0,LANGLADE,T,VILAS
STATE SENATOR DISTRICT #12,ANDI RICH,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
STATE SENATOR DISTRICT #12,ANDI RICH,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,ANDI RICH,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN NEVA,0,LANGLADE,T,NEVA
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN PARRISH,0,LANGLADE,T,PARRISH
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN PECK,0,LANGLADE,T,PECK
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN UPHAM,0,LANGLADE,T,UPHAM
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN VILAS,0,LANGLADE,T,VILAS
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,MARY FELZKOWSKI,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN NEVA,0,LANGLADE,T,NEVA
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN PARRISH,0,LANGLADE,T,PARRISH
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN PECK,0,LANGLADE,T,PECK
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN UPHAM,0,LANGLADE,T,UPHAM
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN VILAS,0,LANGLADE,T,VILAS
STATE SENATOR DISTRICT #12,WRITE-IN:,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
STATE SENATOR DISTRICT #12,WRITE-IN:,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
STATE SENATOR DISTRICT #12,WRITE-IN:,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN NEVA,0,LANGLADE,T,NEVA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN PARRISH,0,LANGLADE,T,PARRISH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN PECK,0,LANGLADE,T,PECK
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN UPHAM,0,LANGLADE,T,UPHAM
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN VILAS,0,LANGLADE,T,VILAS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,ELIZABETH MCCRANK,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN NEVA,0,LANGLADE,T,NEVA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN PARRISH,0,LANGLADE,T,PARRISH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN PECK,0,LANGLADE,T,PECK
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN UPHAM,0,LANGLADE,T,UPHAM
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN VILAS,0,LANGLADE,T,VILAS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,CALVIN CALLAHAN,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN NEVA,0,LANGLADE,T,NEVA
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN PARRISH,0,LANGLADE,T,PARRISH
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN PECK,0,LANGLADE,T,PECK
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN UPHAM,0,LANGLADE,T,UPHAM
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN VILAS,0,LANGLADE,T,VILAS
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
REPRESENTATIVE TO THE ASSEMBLY DISTRICT #35,WRITE-IN:,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN NEVA,0,LANGLADE,T,NEVA
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN PARRISH,0,LANGLADE,T,PARRISH
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN PECK,0,LANGLADE,T,PECK
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN POLAR WD 1-2,0,LANGLADE,T,POLAR
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN PRICE WD 1-2,0,LANGLADE,T,PRICE
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN ROLLING WD 1-2,0,LANGLADE,T,ROLLING
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN SUMMIT,0,LANGLADE,T,SUMMIT
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN UPHAM,0,LANGLADE,T,UPHAM
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN VILAS,0,LANGLADE,T,VILAS
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,TOWN WOLF RIVER WD 1-2,0,LANGLADE,T,WOLF RIVER
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,VILLAGE WHITE LAKE,0,LANGLADE,V,WHITE LAKE
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 1,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 2,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 3,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 4,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 5,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 6,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 7,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 8,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,KELLY LYNN HAYS,CITY OF ANTIGO WARD 9,0,LANGLADE,C,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN ACKLEY,0,LANGLADE,T,ACKLEY
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN AINSWORTH,0,LANGLADE,T,AINSWORTH
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN ANTIGO WD 1-2,0,LANGLADE,T,ANTIGO
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN ELCHO WD 1-2,0,LANGLADE,T,ELCHO
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN EVERGREEN,0,LANGLADE,T,EVERGREEN
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN LANGLADE WD 1-2,0,LANGLADE,T,LANGLADE
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN NEVA,0,LANGLADE,T,NEVA
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN NORWOOD,0,LANGLADE,T,NORWOOD
LANGLADE COUNTY DISTRICT ATTORNEY,WRITE-IN:,TOWN PARRISH,0,LANGLADE,T,PARRISH
