reporting_unit,votes,candidate,contest,county,ctv,municipality
VILLAGE OF WAUSAUKEE - W 1,169,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,0,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,V,WAUSAUKEE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",1924,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",2871,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",4,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",1952,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",2707,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",94,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",87,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",4,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",1899,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",2858,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",4,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,MARINETTE
"NIAGARA - W 1, 2, 3",274,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",571,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",1,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",275,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",546,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",12,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",20,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",2,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",275,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",567,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",1,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,NIAGARA
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",568,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",1082,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",1,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",582,BALDWIN_DEMOCRATIC,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",1022,HOVDE_REPUBLICAN,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",34,ANDERSON_DISRUPT THE_CORRUPTION,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",20,LEAGER_AMERICA FIRST,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",2,SCATTERING,"UNITED STATES SENATOR_TO CONGRESS DIST. 8_TERM ENDING JAN. 3, 2025_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",575,LYERLY_DEMOCRATIC,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",1076,WIED_REPUBLICAN,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",1,SCATTERING,"REPRESENTATIVE_TO CONGRESS DIST. 8_TERM JAN. 3, 2025 - JAN. 3, 2027_",MARINETTE,C,PESHTIGO
TOWN OF AMBERG - W 1,138,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,358,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,2,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,137,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,356,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,2,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,408,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,AMBERG
TOWN OF AMBERG - W 1,2,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,AMBERG
"TOWN OF ATHELSTANE - W 1, 2",103,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",288,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",96,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",293,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",321,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF ATHELSTANE - W 1, 2",0,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,ATHELSTANE
"TOWN OF BEAVER - W 1, 2",166,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",558,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",149,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",579,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",2,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",632,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEAVER
"TOWN OF BEAVER - W 1, 2",2,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEAVER
TOWN OF BEECHER - W 1,113,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,403,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,1,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,114,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,401,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,1,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,438,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF BEECHER - W 1,1,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,BEECHER
TOWN OF DUNBAR - W 1,91,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,273,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,86,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,278,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,314,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF DUNBAR - W 1,4,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,DUNBAR
TOWN OF GOODMAN - W 1,116,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,264,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,107,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,277,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,326,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GOODMAN
TOWN OF GOODMAN - W 1,2,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GOODMAN
"TOWN OF GROVER - W 1, 2, 3,4",225,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",833,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",188,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",873,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",957,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF GROVER - W 1, 2, 3,4",7,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,GROVER
"TOWN OF LAKE - W 1, 2",226,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",536,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",236,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",533,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",1,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",644,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF LAKE - W 1, 2",3,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,LAKE
"TOWN OF MIDDLE INLET - W 1, 2",154,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",414,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",155,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",410,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",466,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
"TOWN OF MIDDLE INLET - W 1, 2",3,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,MIDDLE INLET
TOWN OF NIAGARA - W 1,146,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,424,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,130,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,439,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,1,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,485,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,NIAGARA
TOWN OF NIAGARA - W 1,4,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,NIAGARA
"TOWN OF PEMBINE - W 1, 2",150,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",410,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",145,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",414,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",482,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PEMBINE - W 1, 2",0,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PEMBINE
"TOWN OF PESHTIGO - W 1, 2",254,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",518,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",24,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",224,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",548,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",24,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",689,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 1, 2",103,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",293,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",550,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",30,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",277,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",566,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",30,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",717,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 3, 4",150,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",350,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",602,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",22,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",338,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",611,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",26,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",791,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PESHTIGO - W 5, 6",176,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PESHTIGO
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",349,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",844,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",1,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",322,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",870,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",1,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",1016,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF PORTERFIELD - W 1, 2, 3, 4",15,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,PORTERFIELD
"TOWN OF POUND - W 1, 2, 3",158,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",662,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",3,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",142,MURRAY_DEMOCRATIC,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",687,MURSAU_REPUBLICAN,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",0,SCATTERING,REPRESENTATIVE_TO THE ASSEMBLY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",740,MORROW_REPUBLICAN,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,POUND
"TOWN OF POUND - W 1, 2, 3",6,SCATTERING,DISTRICT_ATTORNEY_DISTRICT 36_,MARINETTE,T,POUND
TOWN OF SILVER CLIFF - W 1,124,RICH_DEMOCRATIC,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,296,FELZKOWSKI_REPUBLICAN,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
TOWN OF SILVER CLIFF - W 1,0,SCATTERING,STATE SENATOR_DISTRICT 12_,MARINETTE,T,SILVER CLIFF
