municipality,reporting_unit,contest,candidate,votes,county,ctv
BERLIN,WARDS 1-6,PRESIDENT/VICE PRESIDENT,SCATTERING,3,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ,283,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,393,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN,1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,CHASE RUSSEL OLIVER?MIKE TER MAAT,7,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE,1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA,0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,CORNEL WEST/MELINA ABDULLAH,0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN",1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (WRITE IN),1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (WRITE IN),0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (WRITE IN),0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (WRITE IN),0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (WRITE IN),0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (WRITE IN)",0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,PRESIDENT/VICE PRESIDENT,SCATTERING,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ,199,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,547,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN,1,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,CHASE RUSSEL OLIVER?MIKE TER MAAT,3,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,CORNEL WEST/MELINA ABDULLAH,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN",6,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (WRITE IN)",0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,PRESIDENT/VICE PRESIDENT,SCATTERING,0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/TIM WALZ,219,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,461,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/STEPHEN BRODEN,1,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,CHASE RUSSEL OLIVER?MIKE TER MAAT,2,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,JILL STEIN/RUDOLPH WARE,1,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA,0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,CORNEL WEST/MELINA ABDULLAH,0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,"ROBERT F. KENNEDY, JR./NICOLE SHANAHAN",5,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,PETER SONSKI/LAUREN ONAK (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,CHERUNDA LYNN FOX (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,BRIAN KIENITZ (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,DOUG JENKINS/KIMBERLY LALONDE (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,FUTURE MADAM POTUS/JESSICA KENNEDY (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,"ANDRE RAMONE MCNEIL, SR. (WRITE IN)",0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,PRESIDENT/VICE PRESIDENT,SCATTERING,0,GREEN LAKE,C
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,184,GREEN LAKE,T
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,591,GREEN LAKE,T
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,6,GREEN LAKE,T
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,3,GREEN LAKE,T
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
BERLIN,WARDS 1-3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
BERLIN,WARDS 1-3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,170,GREEN LAKE,T
BERLIN,WARDS 1-3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,590,GREEN LAKE,T
BERLIN,WARDS 1-3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,511,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,814,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,15,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,10,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,461,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,866,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,1,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,239,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,568,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,5,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,2,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,1,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,201,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,591,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,63,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,251,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,6,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,3,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,52,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,257,GREEN LAKE,T
KINGSTON,WARDS 1 - 2,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,59,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,247,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,4,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,1,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
MACKFORD,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MACKFORD,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,40,GREEN LAKE,T
MACKFORD,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,265,GREEN LAKE,T
MACKFORD,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,103,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,306,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,2,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,5,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
MANCHESTER,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MANCHESTER,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,79,GREEN LAKE,T
MANCHESTER,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,328,GREEN LAKE,T
MANCHESTER,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,94,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,248,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,4,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,4,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,72,GREEN LAKE,T
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,269,GREEN LAKE,T
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,376,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,691,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,7,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,5,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,318,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,720,GREEN LAKE,T
PRINCETON,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,1,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,71,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,185,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,2,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,2,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
ST. MARIE,WARDS 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
ST. MARIE,WARDS 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,59,GREEN LAKE,T
ST. MARIE,WARDS 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,196,GREEN LAKE,T
ST. MARIE,WARDS 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,72,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,158,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,1,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,3,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,T
SENECA,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,T
SENECA,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,53,GREEN LAKE,T
SENECA,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,178,GREEN LAKE,T
SENECA,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,1,GREEN LAKE,T
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,62,GREEN LAKE,V
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,140,GREEN LAKE,V
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,0,GREEN LAKE,V
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,1,GREEN LAKE,V
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,V
KINGSTON,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,V
KINGSTON,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,46,GREEN LAKE,V
KINGSTON,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,148,GREEN LAKE,V
KINGSTON,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,34,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,86,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,2,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,0,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,V
MARQUETTE,WARD 1,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,V
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,25,GREEN LAKE,V
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,91,GREEN LAKE,V
MARQUETTE,WARD 1,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,V
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,991,GREEN LAKE,C
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,1534,GREEN LAKE,C
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,51,GREEN LAKE,C
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,41,GREEN LAKE,C
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,C
BERLIN,WARDS 1-6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,5,GREEN LAKE,C
BERLIN,WARDS 1-6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,881,GREEN LAKE,C
BERLIN,WARDS 1-6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,1649,GREEN LAKE,C
BERLIN,WARDS 1-6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,6,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,279,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,386,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,15,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,7,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),1,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,255,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,413,GREEN LAKE,C
GREEN LAKE,WARDS 1 - 6,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,2,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,222,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,501,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,9,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,11,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,170,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,553,GREEN LAKE,C
MARKESAN,WARDS 1 - 3,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,2,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,TAMMY BALDWIN,231,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,ERIC HOVDE,429,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,PHIL ANDERSON,16,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,THOMAS LEAGER,7,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,JOHN SCHIESS (WRITE IN),0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,UNTIED STATES SENATOR_UNOFFICIAL RESULTS,SCATTERING,0,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,JOHN ZARBANO,206,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,GLENN GROTHMAN,453,GREEN LAKE,C
PRINCETON,WARDS 1 - 4,REP IN CONGRESS DIST 6_UNOFFICIAL RESULTS,SCATTERING,1,GREEN LAKE,C
BERLIN,WARDS 1-3,DISTRICT 39,CHRIS GORDON,152,GREEN LAKE,T
BERLIN,WARDS 1-3,DISTRICT 39,ALEX A. DALLMAN,609,GREEN LAKE,T
BERLIN,WARDS 1-3,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
BERLIN,WARDS 1-3,DISTRICT ATTORNEY,GERISE LASPISA,659,GREEN LAKE,T
BERLIN,WARDS 1-3,DISTRICT ATTORNEY,SCATTERING,5,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,DISTRICT 39,CHRIS GORDON,434,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,DISTRICT 39,ALEX A. DALLMAN,897,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,DISTRICT 39,SCATTERING,0,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,DISTRICT ATTORNEY,GERISE LASPISA,1076,GREEN LAKE,T
BROOKLYN,WARDS 1 - 3,DISTRICT ATTORNEY,SCATTERING,17,GREEN LAKE,T
GREEN LAKE,WARDS 1-2,DISTRICT 39,CHRIS GORDON,185,GREEN LAKE,T
