ctv,reporting_unit,contest,candidate,votes,county,municipality
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,NA,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,NA,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,NA,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,NA,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,NA,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_CLERK_ATTORNEY,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_TREASURER_ATTORNEY,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,NA,WASHBURN,SPOONER
C,SPOONER,COUNTY_REGISTER OF_DEEDS,SCATTERING,NA,WASHBURN,SPOONER
C,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SPOONER
C,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SPOONER
C,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SPOONER
C,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,SPOONER
