candidate,contest,reporting_unit,votes,county,ctv,municipality
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T PELICAN W 1- 4,688,ONEIDA,T,PELICAN
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T PIEHL W 1,16,ONEIDA,T,PIEHL
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T PINE LAKE W 1-4,666,ONEIDA,T,PINE LAKE
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T SCHOEPKE W 1,97,ONEIDA,T,SCHOEPKE
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T STELLA W 1-2,159,ONEIDA,T,STELLA
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T SUGAR CAMP W 1-2,433,ONEIDA,T,SUGAR CAMP
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T THREE LAKES W 1-4,537,ONEIDA,T,THREE LAKES
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T WOODBORO W 1,190,ONEIDA,T,WOODBORO
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T WOODRUFF W 1-3,525,ONEIDA,T,WOODRUFF
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,C RHINELANDER W 1-17,1771,ONEIDA,C,RHINELANDER
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T CASSIAN W 1-2,528,ONEIDA,T,CASSIAN
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T CRESCENT W 1-3,869,ONEIDA,T,CRESCENT
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T ENTERPRISE W 1,198,ONEIDA,T,ENTERPRISE
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T HAZELHURST W 1-2,568,ONEIDA,T,HAZELHURST
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T LAKE TOMAHAWK W 1-2,495,ONEIDA,T,LAKE TOMAHAWK
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T LITTLE RICE W 1,186,ONEIDA,T,LITTLE RICE
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T LYNNE W 1,80,ONEIDA,T,LYNNE
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T MINOCQUA W 1-7,2352,ONEIDA,T,MINOCQUA
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T MONICO W 1,142,ONEIDA,T,MONICO
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 1,196,ONEIDA,T,NEWBOLD
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 2-4,1028,ONEIDA,T,NEWBOLD
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T PELICAN W 1- 4,1063,ONEIDA,T,PELICAN
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T PIEHL W 1,32,ONEIDA,T,PIEHL
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T PINE LAKE W 1-4,1059,ONEIDA,T,PINE LAKE
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T SCHOEPKE W 1,194,ONEIDA,T,SCHOEPKE
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T STELLA W 1-2,246,ONEIDA,T,STELLA
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T SUGAR CAMP W 1-2,869,ONEIDA,T,SUGAR CAMP
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T THREE LAKES W 1-4,1271,ONEIDA,T,THREE LAKES
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T WOODBORO W 1,404,ONEIDA,T,WOODBORO
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,T WOODRUFF W 1-3,863,ONEIDA,T,WOODRUFF
ROB SWEARINGEN,14) REP TO ASSEMBLY DISTRICT #34,C RHINELANDER W 1-17,2005,ONEIDA,C,RHINELANDER
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T CASSIAN W 1-2,3,ONEIDA,T,CASSIAN
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T CRESCENT W 1-3,1,ONEIDA,T,CRESCENT
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T HAZELHURST W 1-2,1,ONEIDA,T,HAZELHURST
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T MINOCQUA W 1-7,2,ONEIDA,T,MINOCQUA
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 2-4,2,ONEIDA,T,NEWBOLD
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T STELLA W 1-2,1,ONEIDA,T,STELLA
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T THREE LAKES W 1-4,1,ONEIDA,T,THREE LAKES
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T WOODBORO W 1,1,ONEIDA,T,WOODBORO
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,T WOODRUFF W 1-3,1,ONEIDA,T,WOODRUFF
SCATTERING,14) REP TO ASSEMBLY DISTRICT #34,C RHINELANDER W 1-17,4,ONEIDA,C,RHINELANDER
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T LYNNE W 1,NA,ONEIDA,T,LYNNE
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T MONICO W 1,NA,ONEIDA,T,MONICO
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T NOKOMIS W 1-2,365,ONEIDA,T,NOKOMIS
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T PIEHL W 1,NA,ONEIDA,T,PIEHL
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T STELLA W 1-2,NA,ONEIDA,T,STELLA
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
ELIZABETH MCCRANK,15) REP TO ASSEMBLY DISTRICT #35,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T LYNNE W 1,NA,ONEIDA,T,LYNNE
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T MONICO W 1,NA,ONEIDA,T,MONICO
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T NOKOMIS W 1-2,667,ONEIDA,T,NOKOMIS
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T PIEHL W 1,NA,ONEIDA,T,PIEHL
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T STELLA W 1-2,NA,ONEIDA,T,STELLA
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
CALVIN CALLAHAN,15) REP TO ASSEMBLY DISTRICT #35,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T LYNNE W 1,NA,ONEIDA,T,LYNNE
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T MONICO W 1,NA,ONEIDA,T,MONICO
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T NOKOMIS W 1-2,1,ONEIDA,T,NOKOMIS
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T PIEHL W 1,NA,ONEIDA,T,PIEHL
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T STELLA W 1-2,NA,ONEIDA,T,STELLA
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
SCATTERING,15) REP TO ASSEMBLY DISTRICT #35,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T CASSIAN W 1-2,456,ONEIDA,T,CASSIAN
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T CRESCENT W 1-3,899,ONEIDA,T,CRESCENT
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T ENTERPRISE W 1,140,ONEIDA,T,ENTERPRISE
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T HAZELHURST W 1-2,581,ONEIDA,T,HAZELHURST
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T LAKE TOMAHAWK W 1-2,474,ONEIDA,T,LAKE TOMAHAWK
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T LITTLE RICE W 1,159,ONEIDA,T,LITTLE RICE
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T LYNNE W 1,65,ONEIDA,T,LYNNE
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T MINOCQUA W 1-7,2079,ONEIDA,T,MINOCQUA
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T MONICO W 1,89,ONEIDA,T,MONICO
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T NEWBOLD W 1,160,ONEIDA,T,NEWBOLD
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T NEWBOLD W 2-4,1091,ONEIDA,T,NEWBOLD
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T NOKOMIS W 1-2,679,ONEIDA,T,NOKOMIS
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T PELICAN W 1- 4,1156,ONEIDA,T,PELICAN
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T PIEHL W 1,30,ONEIDA,T,PIEHL
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T PINE LAKE W 1-4,1136,ONEIDA,T,PINE LAKE
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T SCHOEPKE W 1,175,ONEIDA,T,SCHOEPKE
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T STELLA W 1-2,267,ONEIDA,T,STELLA
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T SUGAR CAMP W 1-2,803,ONEIDA,T,SUGAR CAMP
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T THREE LAKES W 1-4,1075,ONEIDA,T,THREE LAKES
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T WOODBORO W 1,358,ONEIDA,T,WOODBORO
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,T WOODRUFF W 1-3,858,ONEIDA,T,WOODRUFF
JILLIAN PFEIFER,16) DISTRICT ATTORNEY,C RHINELANDER W 1-17,2766,ONEIDA,C,RHINELANDER
SCATTERING,16) DISTRICT ATTORNEY,T CASSIAN W 1-2,30,ONEIDA,T,CASSIAN
SCATTERING,16) DISTRICT ATTORNEY,T CRESCENT W 1-3,35,ONEIDA,T,CRESCENT
SCATTERING,16) DISTRICT ATTORNEY,T ENTERPRISE W 1,8,ONEIDA,T,ENTERPRISE
SCATTERING,16) DISTRICT ATTORNEY,T HAZELHURST W 1-2,40,ONEIDA,T,HAZELHURST
SCATTERING,16) DISTRICT ATTORNEY,T LAKE TOMAHAWK W 1-2,23,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,16) DISTRICT ATTORNEY,T LITTLE RICE W 1,5,ONEIDA,T,LITTLE RICE
SCATTERING,16) DISTRICT ATTORNEY,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,16) DISTRICT ATTORNEY,T MINOCQUA W 1-7,121,ONEIDA,T,MINOCQUA
SCATTERING,16) DISTRICT ATTORNEY,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,16) DISTRICT ATTORNEY,T NEWBOLD W 1,15,ONEIDA,T,NEWBOLD
SCATTERING,16) DISTRICT ATTORNEY,T NEWBOLD W 2-4,44,ONEIDA,T,NEWBOLD
SCATTERING,16) DISTRICT ATTORNEY,T NOKOMIS W 1-2,33,ONEIDA,T,NOKOMIS
SCATTERING,16) DISTRICT ATTORNEY,T PELICAN W 1- 4,56,ONEIDA,T,PELICAN
SCATTERING,16) DISTRICT ATTORNEY,T PIEHL W 1,1,ONEIDA,T,PIEHL
SCATTERING,16) DISTRICT ATTORNEY,T PINE LAKE W 1-4,39,ONEIDA,T,PINE LAKE
SCATTERING,16) DISTRICT ATTORNEY,T SCHOEPKE W 1,4,ONEIDA,T,SCHOEPKE
SCATTERING,16) DISTRICT ATTORNEY,T STELLA W 1-2,6,ONEIDA,T,STELLA
SCATTERING,16) DISTRICT ATTORNEY,T SUGAR CAMP W 1-2,35,ONEIDA,T,SUGAR CAMP
SCATTERING,16) DISTRICT ATTORNEY,T THREE LAKES W 1-4,72,ONEIDA,T,THREE LAKES
SCATTERING,16) DISTRICT ATTORNEY,T WOODBORO W 1,15,ONEIDA,T,WOODBORO
SCATTERING,16) DISTRICT ATTORNEY,T WOODRUFF W 1-3,39,ONEIDA,T,WOODRUFF
SCATTERING,16) DISTRICT ATTORNEY,C RHINELANDER W 1-17,125,ONEIDA,C,RHINELANDER
TRACY HARTMAN,17) COUNTY CLERK,T CASSIAN W 1-2,672,ONEIDA,T,CASSIAN
TRACY HARTMAN,17) COUNTY CLERK,T CRESCENT W 1-3,1194,ONEIDA,T,CRESCENT
TRACY HARTMAN,17) COUNTY CLERK,T ENTERPRISE W 1,218,ONEIDA,T,ENTERPRISE
TRACY HARTMAN,17) COUNTY CLERK,T HAZELHURST W 1-2,757,ONEIDA,T,HAZELHURST
TRACY HARTMAN,17) COUNTY CLERK,T LAKE TOMAHAWK W 1-2,612,ONEIDA,T,LAKE TOMAHAWK
TRACY HARTMAN,17) COUNTY CLERK,T LITTLE RICE W 1,242,ONEIDA,T,LITTLE RICE
TRACY HARTMAN,17) COUNTY CLERK,T LYNNE W 1,95,ONEIDA,T,LYNNE
TRACY HARTMAN,17) COUNTY CLERK,T MINOCQUA W 1-7,2924,ONEIDA,T,MINOCQUA
TRACY HARTMAN,17) COUNTY CLERK,T MONICO W 1,154,ONEIDA,T,MONICO
TRACY HARTMAN,17) COUNTY CLERK,T NEWBOLD W 1,231,ONEIDA,T,NEWBOLD
TRACY HARTMAN,17) COUNTY CLERK,T NEWBOLD W 2-4,1394,ONEIDA,T,NEWBOLD
TRACY HARTMAN,17) COUNTY CLERK,T NOKOMIS W 1-2,870,ONEIDA,T,NOKOMIS
TRACY HARTMAN,17) COUNTY CLERK,T PELICAN W 1- 4,1435,ONEIDA,T,PELICAN
TRACY HARTMAN,17) COUNTY CLERK,T PIEHL W 1,44,ONEIDA,T,PIEHL
TRACY HARTMAN,17) COUNTY CLERK,T PINE LAKE W 1-4,1375,ONEIDA,T,PINE LAKE
TRACY HARTMAN,17) COUNTY CLERK,T SCHOEPKE W 1,242,ONEIDA,T,SCHOEPKE
TRACY HARTMAN,17) COUNTY CLERK,T STELLA W 1-2,336,ONEIDA,T,STELLA
TRACY HARTMAN,17) COUNTY CLERK,T SUGAR CAMP W 1-2,1097,ONEIDA,T,SUGAR CAMP
TRACY HARTMAN,17) COUNTY CLERK,T THREE LAKES W 1-4,1515,ONEIDA,T,THREE LAKES
TRACY HARTMAN,17) COUNTY CLERK,T WOODBORO W 1,494,ONEIDA,T,WOODBORO
TRACY HARTMAN,17) COUNTY CLERK,T WOODRUFF W 1-3,1102,ONEIDA,T,WOODRUFF
TRACY HARTMAN,17) COUNTY CLERK,C RHINELANDER W 1-17,2989,ONEIDA,C,RHINELANDER
SCATTERING,17) COUNTY CLERK,T CASSIAN W 1-2,4,ONEIDA,T,CASSIAN
SCATTERING,17) COUNTY CLERK,T CRESCENT W 1-3,11,ONEIDA,T,CRESCENT
SCATTERING,17) COUNTY CLERK,T ENTERPRISE W 1,3,ONEIDA,T,ENTERPRISE
SCATTERING,17) COUNTY CLERK,T HAZELHURST W 1-2,10,ONEIDA,T,HAZELHURST
SCATTERING,17) COUNTY CLERK,T LAKE TOMAHAWK W 1-2,10,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,17) COUNTY CLERK,T LITTLE RICE W 1,1,ONEIDA,T,LITTLE RICE
SCATTERING,17) COUNTY CLERK,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,17) COUNTY CLERK,T MINOCQUA W 1-7,31,ONEIDA,T,MINOCQUA
SCATTERING,17) COUNTY CLERK,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,17) COUNTY CLERK,T NEWBOLD W 1,3,ONEIDA,T,NEWBOLD
SCATTERING,17) COUNTY CLERK,T NEWBOLD W 2-4,12,ONEIDA,T,NEWBOLD
SCATTERING,17) COUNTY CLERK,T NOKOMIS W 1-2,10,ONEIDA,T,NOKOMIS
SCATTERING,17) COUNTY CLERK,T PELICAN W 1- 4,17,ONEIDA,T,PELICAN
SCATTERING,17) COUNTY CLERK,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,17) COUNTY CLERK,T PINE LAKE W 1-4,23,ONEIDA,T,PINE LAKE
SCATTERING,17) COUNTY CLERK,T SCHOEPKE W 1,1,ONEIDA,T,SCHOEPKE
SCATTERING,17) COUNTY CLERK,T STELLA W 1-2,2,ONEIDA,T,STELLA
SCATTERING,17) COUNTY CLERK,T SUGAR CAMP W 1-2,13,ONEIDA,T,SUGAR CAMP
SCATTERING,17) COUNTY CLERK,T THREE LAKES W 1-4,15,ONEIDA,T,THREE LAKES
SCATTERING,17) COUNTY CLERK,T WOODBORO W 1,7,ONEIDA,T,WOODBORO
SCATTERING,17) COUNTY CLERK,T WOODRUFF W 1-3,18,ONEIDA,T,WOODRUFF
SCATTERING,17) COUNTY CLERK,C RHINELANDER W 1-17,80,ONEIDA,C,RHINELANDER
TARA OSTERMANN,18) TREASURER,T CASSIAN W 1-2,663,ONEIDA,T,CASSIAN
TARA OSTERMANN,18) TREASURER,T CRESCENT W 1-3,1147,ONEIDA,T,CRESCENT
TARA OSTERMANN,18) TREASURER,T ENTERPRISE W 1,213,ONEIDA,T,ENTERPRISE
TARA OSTERMANN,18) TREASURER,T HAZELHURST W 1-2,745,ONEIDA,T,HAZELHURST
TARA OSTERMANN,18) TREASURER,T LAKE TOMAHAWK W 1-2,602,ONEIDA,T,LAKE TOMAHAWK
TARA OSTERMANN,18) TREASURER,T LITTLE RICE W 1,236,ONEIDA,T,LITTLE RICE
TARA OSTERMANN,18) TREASURER,T LYNNE W 1,94,ONEIDA,T,LYNNE
TARA OSTERMANN,18) TREASURER,T MINOCQUA W 1-7,2878,ONEIDA,T,MINOCQUA
TARA OSTERMANN,18) TREASURER,T MONICO W 1,154,ONEIDA,T,MONICO
TARA OSTERMANN,18) TREASURER,T NEWBOLD W 1,229,ONEIDA,T,NEWBOLD
TARA OSTERMANN,18) TREASURER,T NEWBOLD W 2-4,1387,ONEIDA,T,NEWBOLD
TARA OSTERMANN,18) TREASURER,T NOKOMIS W 1-2,870,ONEIDA,T,NOKOMIS
TARA OSTERMANN,18) TREASURER,T PELICAN W 1- 4,1414,ONEIDA,T,PELICAN
TARA OSTERMANN,18) TREASURER,T PIEHL W 1,44,ONEIDA,T,PIEHL
TARA OSTERMANN,18) TREASURER,T PINE LAKE W 1-4,1373,ONEIDA,T,PINE LAKE
TARA OSTERMANN,18) TREASURER,T SCHOEPKE W 1,235,ONEIDA,T,SCHOEPKE
TARA OSTERMANN,18) TREASURER,T STELLA W 1-2,326,ONEIDA,T,STELLA
TARA OSTERMANN,18) TREASURER,T SUGAR CAMP W 1-2,1092,ONEIDA,T,SUGAR CAMP
TARA OSTERMANN,18) TREASURER,T THREE LAKES W 1-4,1499,ONEIDA,T,THREE LAKES
TARA OSTERMANN,18) TREASURER,T WOODBORO W 1,501,ONEIDA,T,WOODBORO
TARA OSTERMANN,18) TREASURER,T WOODRUFF W 1-3,1078,ONEIDA,T,WOODRUFF
TARA OSTERMANN,18) TREASURER,C RHINELANDER W 1-17,2975,ONEIDA,C,RHINELANDER
