reporting_unit,contest,candidate,votes,county,ctv,municipality
T ALDEN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,ALDEN
T APPLE RIVER,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,APPLE RIVER
T BALSAM LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,BALSAM LAKE
T BEAVER,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,BEAVER
T BLACK BROOK,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,BLACK BROOK
T BONE LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,BONE LAKE
T CLAM FALLS,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,CLAM FALLS
T CLAYTON,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,CLAYTON
T CLEAR LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,CLEAR LAKE
T EUREKA,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,EUREKA
T FARMINGTON,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,FARMINGTON
T GARFIELD,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,GARFIELD
T GEORGETOWN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,GEORGETOWN
T JOHNSTOWN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,JOHNSTOWN
T LAKETOWN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,LAKETOWN
T LINCOLN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,LINCOLN
T LORAIN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,LORAIN
T LUCK,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,LUCK
T MCKINLEY,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,MCKINLEY
T MILLTOWN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,MILLTOWN
T OSCEOLA,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,OSCEOLA
T ST CROIX FALLS,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,ST CROIX FALLS
T STERLING,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,STERLING
T WEST SWEDEN,NA_NA,PROVISIONAL BALLOTS,0,POLK,T,WEST SWEDEN
V BALSAM LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,BALSAM LAKE
V CENTURIA,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,CENTURIA
V CLAYTON,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,CLAYTON
V CLEAR LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,CLEAR LAKE
V DRESSER,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,DRESSER
V FREDERIC,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,FREDERIC
V LUCK,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,LUCK
V MILLTOWN,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,MILLTOWN
V OSCEOLA,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,OSCEOLA
V TURTLE LAKE,NA_NA,PROVISIONAL BALLOTS,0,POLK,V,TURTLE LAKE
C AMERY,NA_NA,PROVISIONAL BALLOTS,0,POLK,C,AMERY
C ST CROIX FALLS,NA_NA,PROVISIONAL BALLOTS,0,POLK,C,ST CROIX FALLS
